***************************** RESULTS *****************************
NODE: 214328887	CLOSENESS-CENTRALITY: 0.276386
NODE: 234489024	CLOSENESS-CENTRALITY: 0.290845
NODE: 263884490	CLOSENESS-CENTRALITY: 0.273386
NODE: 348674206	CLOSENESS-CENTRALITY: 0.275800
NODE: 125798513	CLOSENESS-CENTRALITY: 0.276643
NODE: 270507573	CLOSENESS-CENTRALITY: 0.275751
NODE: 102166611	CLOSENESS-CENTRALITY: 0.276036
NODE: 216531294	CLOSENESS-CENTRALITY: 0.272295
NODE: 479917792	CLOSENESS-CENTRALITY: 0.273314
NODE: 115767100	CLOSENESS-CENTRALITY: 0.272294
NODE: 103770785	CLOSENESS-CENTRALITY: 0.272412
NODE: 133824534	CLOSENESS-CENTRALITY: 0.289172
NODE: 88723966	CLOSENESS-CENTRALITY: 0.246888
NODE: 19388771	CLOSENESS-CENTRALITY: 0.270996
NODE: 80600800	CLOSENESS-CENTRALITY: 0.254633
NODE: 112426062	CLOSENESS-CENTRALITY: 0.225734
NODE: 424961037	CLOSENESS-CENTRALITY: 0.219247
NODE: 76904286	CLOSENESS-CENTRALITY: 0.252362
NODE: 116138842	CLOSENESS-CENTRALITY: 0.222572
NODE: 87404916	CLOSENESS-CENTRALITY: 0.219897
NODE: 442587710	CLOSENESS-CENTRALITY: 0.213989
NODE: 52335082	CLOSENESS-CENTRALITY: 0.223148
NODE: 41052381	CLOSENESS-CENTRALITY: 0.213990
NODE: 18672419	CLOSENESS-CENTRALITY: 0.214974
NODE: 19180345	CLOSENESS-CENTRALITY: 0.222961
NODE: 54923609	CLOSENESS-CENTRALITY: 0.243558
NODE: 32453930	CLOSENESS-CENTRALITY: 0.261257
NODE: 42641124	CLOSENESS-CENTRALITY: 0.214983
NODE: 25520569	CLOSENESS-CENTRALITY: 0.213988
NODE: 166113695	CLOSENESS-CENTRALITY: 0.242421
NODE: 48044436	CLOSENESS-CENTRALITY: 0.223145
NODE: 248390302	CLOSENESS-CENTRALITY: 0.213983
NODE: 14322409	CLOSENESS-CENTRALITY: 0.222946
NODE: 114998059	CLOSENESS-CENTRALITY: 0.223352
NODE: 24234149	CLOSENESS-CENTRALITY: 0.223476
NODE: 87421438	CLOSENESS-CENTRALITY: 0.222964
NODE: 17789805	CLOSENESS-CENTRALITY: 0.222558
NODE: 103027533	CLOSENESS-CENTRALITY: 0.213986
NODE: 216303314	CLOSENESS-CENTRALITY: 0.247724
NODE: 122152316	CLOSENESS-CENTRALITY: 0.213990
NODE: 125588778	CLOSENESS-CENTRALITY: 0.251351
NODE: 156574449	CLOSENESS-CENTRALITY: 0.222705
NODE: 50648342	CLOSENESS-CENTRALITY: 0.213988
NODE: 17865039	CLOSENESS-CENTRALITY: 0.229462
NODE: 52974864	CLOSENESS-CENTRALITY: 0.253854
NODE: 358030466	CLOSENESS-CENTRALITY: 0.219250
NODE: 47908884	CLOSENESS-CENTRALITY: 0.213988
NODE: 31744597	CLOSENESS-CENTRALITY: 0.219253
NODE: 26981013	CLOSENESS-CENTRALITY: 0.219245
NODE: 150956425	CLOSENESS-CENTRALITY: 0.230825
NODE: 21856863	CLOSENESS-CENTRALITY: 0.216483
NODE: 62831503	CLOSENESS-CENTRALITY: 0.222620
NODE: 25056383	CLOSENESS-CENTRALITY: 0.224569
NODE: 47062577	CLOSENESS-CENTRALITY: 0.214427
NODE: 49408765	CLOSENESS-CENTRALITY: 0.213987
NODE: 382277650	CLOSENESS-CENTRALITY: 0.213990
NODE: 21896000	CLOSENESS-CENTRALITY: 0.213985
NODE: 19387446	CLOSENESS-CENTRALITY: 0.214691
NODE: 67542365	CLOSENESS-CENTRALITY: 0.213987
NODE: 18841151	CLOSENESS-CENTRALITY: 0.214983
NODE: 118029794	CLOSENESS-CENTRALITY: 0.216722
NODE: 132147319	CLOSENESS-CENTRALITY: 0.213988
NODE: 105753924	CLOSENESS-CENTRALITY: 0.213988
NODE: 44663999	CLOSENESS-CENTRALITY: 0.248486
NODE: 22138182	CLOSENESS-CENTRALITY: 0.224591
NODE: 15479902	CLOSENESS-CENTRALITY: 0.216723
NODE: 15512966	CLOSENESS-CENTRALITY: 0.213996
NODE: 39985029	CLOSENESS-CENTRALITY: 0.235097
NODE: 155498529	CLOSENESS-CENTRALITY: 0.213987
NODE: 103968158	CLOSENESS-CENTRALITY: 0.213991
NODE: 178863582	CLOSENESS-CENTRALITY: 0.213991
NODE: 17022916	CLOSENESS-CENTRALITY: 0.276182
NODE: 389350731	CLOSENESS-CENTRALITY: 0.213983
NODE: 533121305	CLOSENESS-CENTRALITY: 0.213987
NODE: 23927706	CLOSENESS-CENTRALITY: 0.214982
NODE: 14226625	CLOSENESS-CENTRALITY: 0.215235
NODE: 68094921	CLOSENESS-CENTRALITY: 0.219250
NODE: 19059966	CLOSENESS-CENTRALITY: 0.223966
NODE: 64842117	CLOSENESS-CENTRALITY: 0.213986
NODE: 272984848	CLOSENESS-CENTRALITY: 0.213991
NODE: 59788357	CLOSENESS-CENTRALITY: 0.223472
NODE: 84144380	CLOSENESS-CENTRALITY: 0.219253
NODE: 118120642	CLOSENESS-CENTRALITY: 0.213986
NODE: 120507196	CLOSENESS-CENTRALITY: 0.214682
NODE: 115409170	CLOSENESS-CENTRALITY: 0.215273
NODE: 7599192	CLOSENESS-CENTRALITY: 0.240125
NODE: 113688646	CLOSENESS-CENTRALITY: 0.247729
NODE: 60588428	CLOSENESS-CENTRALITY: 0.213993
NODE: 187787942	CLOSENESS-CENTRALITY: 0.219243
NODE: 96839662	CLOSENESS-CENTRALITY: 0.214970
NODE: 150845817	CLOSENESS-CENTRALITY: 0.213986
NODE: 15020904	CLOSENESS-CENTRALITY: 0.213984
NODE: 39232421	CLOSENESS-CENTRALITY: 0.223610
NODE: 19182978	CLOSENESS-CENTRALITY: 0.275970
NODE: 425033548	CLOSENESS-CENTRALITY: 0.213989
NODE: 39224447	CLOSENESS-CENTRALITY: 0.254057
NODE: 234418976	CLOSENESS-CENTRALITY: 0.214970
NODE: 194915970	CLOSENESS-CENTRALITY: 0.222556
NODE: 59514972	CLOSENESS-CENTRALITY: 0.213991
NODE: 239844864	CLOSENESS-CENTRALITY: 0.222557
NODE: 17823482	CLOSENESS-CENTRALITY: 0.219244
NODE: 178826718	CLOSENESS-CENTRALITY: 0.213984
NODE: 448702432	CLOSENESS-CENTRALITY: 0.222567
NODE: 156946347	CLOSENESS-CENTRALITY: 0.223575
NODE: 36139712	CLOSENESS-CENTRALITY: 0.213984
NODE: 28201911	CLOSENESS-CENTRALITY: 0.222618
NODE: 81417061	CLOSENESS-CENTRALITY: 0.215237
NODE: 32840591	CLOSENESS-CENTRALITY: 0.213984
NODE: 229399494	CLOSENESS-CENTRALITY: 0.213984
NODE: 208685423	CLOSENESS-CENTRALITY: 0.247923
NODE: 216298663	CLOSENESS-CENTRALITY: 0.213983
NODE: 38174014	CLOSENESS-CENTRALITY: 0.213984
NODE: 46926174	CLOSENESS-CENTRALITY: 0.229710
NODE: 34883756	CLOSENESS-CENTRALITY: 0.213983
NODE: 33555310	CLOSENESS-CENTRALITY: 0.213983
NODE: 33326659	CLOSENESS-CENTRALITY: 0.253651
NODE: 63579865	CLOSENESS-CENTRALITY: 0.230460
NODE: 81162072	CLOSENESS-CENTRALITY: 0.260791
NODE: 63006299	CLOSENESS-CENTRALITY: 0.230458
NODE: 35166642	CLOSENESS-CENTRALITY: 0.305276
NODE: 21818383	CLOSENESS-CENTRALITY: 0.230461
NODE: 18282577	CLOSENESS-CENTRALITY: 0.230460
NODE: 76586150	CLOSENESS-CENTRALITY: 0.253646
NODE: 86993101	CLOSENESS-CENTRALITY: 0.249768
NODE: 28476926	CLOSENESS-CENTRALITY: 0.241633
NODE: 18194404	CLOSENESS-CENTRALITY: 0.253647
NODE: 162269614	CLOSENESS-CENTRALITY: 0.230540
NODE: 114573122	CLOSENESS-CENTRALITY: 0.253931
NODE: 112578026	CLOSENESS-CENTRALITY: 0.232535
NODE: 17813433	CLOSENESS-CENTRALITY: 0.230460
NODE: 221104583	CLOSENESS-CENTRALITY: 0.246816
NODE: 150825553	CLOSENESS-CENTRALITY: 0.260811
NODE: 82821653	CLOSENESS-CENTRALITY: 0.230463
NODE: 112848373	CLOSENESS-CENTRALITY: 0.277136
NODE: 36631114	CLOSENESS-CENTRALITY: 0.275269
NODE: 91684092	CLOSENESS-CENTRALITY: 0.237548
NODE: 14256927	CLOSENESS-CENTRALITY: 0.323152
NODE: 25943470	CLOSENESS-CENTRALITY: 0.241634
NODE: 57277648	CLOSENESS-CENTRALITY: 0.244181
NODE: 45460579	CLOSENESS-CENTRALITY: 0.260696
NODE: 16389472	CLOSENESS-CENTRALITY: 0.230460
NODE: 16569802	CLOSENESS-CENTRALITY: 0.236871
NODE: 220006826	CLOSENESS-CENTRALITY: 0.230994
NODE: 20102240	CLOSENESS-CENTRALITY: 0.253664
NODE: 21793918	CLOSENESS-CENTRALITY: 0.230455
NODE: 15095814	CLOSENESS-CENTRALITY: 0.253641
NODE: 14347861	CLOSENESS-CENTRALITY: 0.230533
NODE: 40303516	CLOSENESS-CENTRALITY: 0.255377
NODE: 212969172	CLOSENESS-CENTRALITY: 0.236349
NODE: 43376991	CLOSENESS-CENTRALITY: 0.230455
NODE: 153524363	CLOSENESS-CENTRALITY: 0.230990
NODE: 117760508	CLOSENESS-CENTRALITY: 0.233686
NODE: 88872248	CLOSENESS-CENTRALITY: 0.260074
NODE: 221107242	CLOSENESS-CENTRALITY: 0.233014
NODE: 177690559	CLOSENESS-CENTRALITY: 0.253639
NODE: 332073709	CLOSENESS-CENTRALITY: 0.235211
NODE: 16696146	CLOSENESS-CENTRALITY: 0.253637
NODE: 14668639	CLOSENESS-CENTRALITY: 0.264818
NODE: 15123332	CLOSENESS-CENTRALITY: 0.267936
NODE: 33511585	CLOSENESS-CENTRALITY: 0.300309
NODE: 9036252	CLOSENESS-CENTRALITY: 0.260779
NODE: 20201427	CLOSENESS-CENTRALITY: 0.230455
NODE: 111129351	CLOSENESS-CENTRALITY: 0.230456
NODE: 112443525	CLOSENESS-CENTRALITY: 0.230457
NODE: 121234714	CLOSENESS-CENTRALITY: 0.267111
NODE: 292174336	CLOSENESS-CENTRALITY: 0.260258
NODE: 18232198	CLOSENESS-CENTRALITY: 0.249950
NODE: 21952592	CLOSENESS-CENTRALITY: 0.271013
NODE: 146993258	CLOSENESS-CENTRALITY: 0.257467
NODE: 433129912	CLOSENESS-CENTRALITY: 0.256564
NODE: 21727921	CLOSENESS-CENTRALITY: 0.232023
NODE: 54260419	CLOSENESS-CENTRALITY: 0.285857
NODE: 196063898	CLOSENESS-CENTRALITY: 0.232529
NODE: 24068280	CLOSENESS-CENTRALITY: 0.248567
NODE: 239974263	CLOSENESS-CENTRALITY: 0.230454
NODE: 14624975	CLOSENESS-CENTRALITY: 0.269576
NODE: 349540312	CLOSENESS-CENTRALITY: 0.250083
NODE: 65416613	CLOSENESS-CENTRALITY: 0.230454
NODE: 173517576	CLOSENESS-CENTRALITY: 0.248281
NODE: 23826007	CLOSENESS-CENTRALITY: 0.250092
NODE: 278678298	CLOSENESS-CENTRALITY: 0.253637
NODE: 14248784	CLOSENESS-CENTRALITY: 0.238972
NODE: 15221364	CLOSENESS-CENTRALITY: 0.292171
NODE: 321696489	CLOSENESS-CENTRALITY: 0.282898
NODE: 333700771	CLOSENESS-CENTRALITY: 0.259677
NODE: 459633467	CLOSENESS-CENTRALITY: 0.264496
NODE: 444996513	CLOSENESS-CENTRALITY: 0.272142
NODE: 278181157	CLOSENESS-CENTRALITY: 0.239986
NODE: 153275437	CLOSENESS-CENTRALITY: 0.253573
NODE: 241980613	CLOSENESS-CENTRALITY: 0.283299
NODE: 188515289	CLOSENESS-CENTRALITY: 0.263400
NODE: 391672933	CLOSENESS-CENTRALITY: 0.262866
NODE: 350322420	CLOSENESS-CENTRALITY: 0.260555
NODE: 470397469	CLOSENESS-CENTRALITY: 0.280362
NODE: 439262248	CLOSENESS-CENTRALITY: 0.258870
NODE: 293740494	CLOSENESS-CENTRALITY: 0.284174
NODE: 279249008	CLOSENESS-CENTRALITY: 0.264586
NODE: 392251125	CLOSENESS-CENTRALITY: 0.238491
NODE: 301730320	CLOSENESS-CENTRALITY: 0.262065
NODE: 197903282	CLOSENESS-CENTRALITY: 0.274770
NODE: 228974199	CLOSENESS-CENTRALITY: 0.262237
NODE: 315865471	CLOSENESS-CENTRALITY: 0.266077
NODE: 153622230	CLOSENESS-CENTRALITY: 0.266347
NODE: 166255573	CLOSENESS-CENTRALITY: 0.262763
NODE: 175819512	CLOSENESS-CENTRALITY: 0.274190
NODE: 237013846	CLOSENESS-CENTRALITY: 0.242300
NODE: 292560337	CLOSENESS-CENTRALITY: 0.276383
NODE: 218992622	CLOSENESS-CENTRALITY: 0.261290
NODE: 84398436	CLOSENESS-CENTRALITY: 0.228140
NODE: 514832573	CLOSENESS-CENTRALITY: 0.225214
NODE: 377836856	CLOSENESS-CENTRALITY: 0.267477
NODE: 332859659	CLOSENESS-CENTRALITY: 0.260099
NODE: 256504045	CLOSENESS-CENTRALITY: 0.281997
NODE: 454225854	CLOSENESS-CENTRALITY: 0.258899
NODE: 410238229	CLOSENESS-CENTRALITY: 0.281975
NODE: 355580935	CLOSENESS-CENTRALITY: 0.290067
NODE: 165372137	CLOSENESS-CENTRALITY: 0.263301
NODE: 390784319	CLOSENESS-CENTRALITY: 0.261368
NODE: 350826401	CLOSENESS-CENTRALITY: 0.262313
NODE: 165887540	CLOSENESS-CENTRALITY: 0.263387
NODE: 122703083	CLOSENESS-CENTRALITY: 0.261370
NODE: 209773482	CLOSENESS-CENTRALITY: 0.223826
NODE: 207623187	CLOSENESS-CENTRALITY: 0.260502
NODE: 192259100	CLOSENESS-CENTRALITY: 0.259777
NODE: 252782216	CLOSENESS-CENTRALITY: 0.268362
NODE: 129005870	CLOSENESS-CENTRALITY: 0.263397
NODE: 63519463	CLOSENESS-CENTRALITY: 0.271230
NODE: 120137137	CLOSENESS-CENTRALITY: 0.223825
NODE: 423169271	CLOSENESS-CENTRALITY: 0.260129
NODE: 183075796	CLOSENESS-CENTRALITY: 0.244048
NODE: 120507509	CLOSENESS-CENTRALITY: 0.266833
NODE: 188420061	CLOSENESS-CENTRALITY: 0.253463
NODE: 317082242	CLOSENESS-CENTRALITY: 0.258308
NODE: 523651714	CLOSENESS-CENTRALITY: 0.252701
NODE: 184977736	CLOSENESS-CENTRALITY: 0.223826
NODE: 184636013	CLOSENESS-CENTRALITY: 0.260000
NODE: 432497300	CLOSENESS-CENTRALITY: 0.253183
NODE: 95955871	CLOSENESS-CENTRALITY: 0.243696
NODE: 53947946	CLOSENESS-CENTRALITY: 0.240448
NODE: 260623447	CLOSENESS-CENTRALITY: 0.257851
NODE: 57022252	CLOSENESS-CENTRALITY: 0.241185
NODE: 113929231	CLOSENESS-CENTRALITY: 0.252949
NODE: 67474868	CLOSENESS-CENTRALITY: 0.249484
NODE: 310687757	CLOSENESS-CENTRALITY: 0.235398
NODE: 421420478	CLOSENESS-CENTRALITY: 0.224077
NODE: 178409459	CLOSENESS-CENTRALITY: 0.271198
NODE: 245616904	CLOSENESS-CENTRALITY: 0.223827
NODE: 58505226	CLOSENESS-CENTRALITY: 0.272206
NODE: 503535350	CLOSENESS-CENTRALITY: 0.225012
NODE: 150786316	CLOSENESS-CENTRALITY: 0.227731
NODE: 149597562	CLOSENESS-CENTRALITY: 0.223827
NODE: 366889049	CLOSENESS-CENTRALITY: 0.253083
NODE: 348046115	CLOSENESS-CENTRALITY: 0.224122
NODE: 436298786	CLOSENESS-CENTRALITY: 0.224072
NODE: 199704685	CLOSENESS-CENTRALITY: 0.223826
NODE: 18858188	CLOSENESS-CENTRALITY: 0.277086
NODE: 16501385	CLOSENESS-CENTRALITY: 0.288629
NODE: 21148232	CLOSENESS-CENTRALITY: 0.265934
NODE: 14869988	CLOSENESS-CENTRALITY: 0.295832
NODE: 49644939	CLOSENESS-CENTRALITY: 0.283671
NODE: 85437791	CLOSENESS-CENTRALITY: 0.279373
NODE: 29698864	CLOSENESS-CENTRALITY: 0.268827
NODE: 14229141	CLOSENESS-CENTRALITY: 0.287215
NODE: 14583032	CLOSENESS-CENTRALITY: 0.275141
NODE: 293202469	CLOSENESS-CENTRALITY: 0.269595
NODE: 15346177	CLOSENESS-CENTRALITY: 0.272916
NODE: 113763153	CLOSENESS-CENTRALITY: 0.314683
NODE: 249996933	CLOSENESS-CENTRALITY: 0.268221
NODE: 20958456	CLOSENESS-CENTRALITY: 0.306000
NODE: 16642707	CLOSENESS-CENTRALITY: 0.277638
NODE: 27711706	CLOSENESS-CENTRALITY: 0.267904
NODE: 362691320	CLOSENESS-CENTRALITY: 0.275664
NODE: 28735548	CLOSENESS-CENTRALITY: 0.298076
NODE: 293938268	CLOSENESS-CENTRALITY: 0.261793
NODE: 225142835	CLOSENESS-CENTRALITY: 0.258368
NODE: 254262271	CLOSENESS-CENTRALITY: 0.252096
NODE: 17915692	CLOSENESS-CENTRALITY: 0.320865
NODE: 20488611	CLOSENESS-CENTRALITY: 0.302415
NODE: 278777228	CLOSENESS-CENTRALITY: 0.294882
NODE: 37061660	CLOSENESS-CENTRALITY: 0.287422
NODE: 14047459	CLOSENESS-CENTRALITY: 0.269461
NODE: 68721382	CLOSENESS-CENTRALITY: 0.281943
NODE: 49489028	CLOSENESS-CENTRALITY: 0.298756
NODE: 37478021	CLOSENESS-CENTRALITY: 0.276289
NODE: 30992735	CLOSENESS-CENTRALITY: 0.271165
NODE: 15665968	CLOSENESS-CENTRALITY: 0.300172
NODE: 756977	CLOSENESS-CENTRALITY: 0.269641
NODE: 307425497	CLOSENESS-CENTRALITY: 0.274052
NODE: 88868166	CLOSENESS-CENTRALITY: 0.277869
NODE: 15666774	CLOSENESS-CENTRALITY: 0.274330
NODE: 84167270	CLOSENESS-CENTRALITY: 0.274974
NODE: 11364932	CLOSENESS-CENTRALITY: 0.315757
NODE: 204067401	CLOSENESS-CENTRALITY: 0.287822
NODE: 33009177	CLOSENESS-CENTRALITY: 0.276029
NODE: 20447194	CLOSENESS-CENTRALITY: 0.281122
NODE: 72078055	CLOSENESS-CENTRALITY: 0.276489
NODE: 278142809	CLOSENESS-CENTRALITY: 0.303114
NODE: 275353050	CLOSENESS-CENTRALITY: 0.290814
NODE: 36999171	CLOSENESS-CENTRALITY: 0.299035
NODE: 311582506	CLOSENESS-CENTRALITY: 0.267984
NODE: 10367702	CLOSENESS-CENTRALITY: 0.291898
NODE: 198828820	CLOSENESS-CENTRALITY: 0.255357
NODE: 96625583	CLOSENESS-CENTRALITY: 0.255969
NODE: 164385775	CLOSENESS-CENTRALITY: 0.289021
NODE: 223567648	CLOSENESS-CENTRALITY: 0.273831
NODE: 14583231	CLOSENESS-CENTRALITY: 0.258415
NODE: 16234759	CLOSENESS-CENTRALITY: 0.286987
NODE: 15939253	CLOSENESS-CENTRALITY: 0.269333
NODE: 9827732	CLOSENESS-CENTRALITY: 0.275940
NODE: 43355400	CLOSENESS-CENTRALITY: 0.284936
NODE: 165411431	CLOSENESS-CENTRALITY: 0.284697
NODE: 458341610	CLOSENESS-CENTRALITY: 0.239905
NODE: 357050995	CLOSENESS-CENTRALITY: 0.223737
NODE: 100370178	CLOSENESS-CENTRALITY: 0.254721
NODE: 20341511	CLOSENESS-CENTRALITY: 0.230654
NODE: 44551825	CLOSENESS-CENTRALITY: 0.295088
NODE: 19304112	CLOSENESS-CENTRALITY: 0.276983
NODE: 18666623	CLOSENESS-CENTRALITY: 0.298077
NODE: 7234222	CLOSENESS-CENTRALITY: 0.291216
NODE: 41222853	CLOSENESS-CENTRALITY: 0.289832
NODE: 19889841	CLOSENESS-CENTRALITY: 0.275000
NODE: 18737808	CLOSENESS-CENTRALITY: 0.268418
NODE: 12970892	CLOSENESS-CENTRALITY: 0.304763
NODE: 15828403	CLOSENESS-CENTRALITY: 0.277105
NODE: 30345417	CLOSENESS-CENTRALITY: 0.278709
NODE: 64931560	CLOSENESS-CENTRALITY: 0.320300
NODE: 22428396	CLOSENESS-CENTRALITY: 0.281288
NODE: 38389963	CLOSENESS-CENTRALITY: 0.312620
NODE: 6502892	CLOSENESS-CENTRALITY: 0.281479
NODE: 303250237	CLOSENESS-CENTRALITY: 0.288118
NODE: 22248738	CLOSENESS-CENTRALITY: 0.289432
NODE: 8845642	CLOSENESS-CENTRALITY: 0.312499
NODE: 71866423	CLOSENESS-CENTRALITY: 0.258122
NODE: 14410220	CLOSENESS-CENTRALITY: 0.271435
NODE: 38642168	CLOSENESS-CENTRALITY: 0.244727
NODE: 237464802	CLOSENESS-CENTRALITY: 0.270779
NODE: 81971680	CLOSENESS-CENTRALITY: 0.268849
NODE: 43880993	CLOSENESS-CENTRALITY: 0.309633
NODE: 18732289	CLOSENESS-CENTRALITY: 0.284661
NODE: 12564622	CLOSENESS-CENTRALITY: 0.275471
NODE: 20738570	CLOSENESS-CENTRALITY: 0.310229
NODE: 14889964	CLOSENESS-CENTRALITY: 0.279140
NODE: 28154689	CLOSENESS-CENTRALITY: 0.277775
NODE: 67949745	CLOSENESS-CENTRALITY: 0.278146
NODE: 77404713	CLOSENESS-CENTRALITY: 0.332543
NODE: 14260655	CLOSENESS-CENTRALITY: 0.279814
NODE: 16135150	CLOSENESS-CENTRALITY: 0.272906
NODE: 15714436	CLOSENESS-CENTRALITY: 0.310975
NODE: 168458485	CLOSENESS-CENTRALITY: 0.270290
NODE: 8005012	CLOSENESS-CENTRALITY: 0.280755
NODE: 87581622	CLOSENESS-CENTRALITY: 0.322460
NODE: 13078	CLOSENESS-CENTRALITY: 0.276846
NODE: 15816057	CLOSENESS-CENTRALITY: 0.277905
NODE: 20407984	CLOSENESS-CENTRALITY: 0.258575
NODE: 216760738	CLOSENESS-CENTRALITY: 0.273357
NODE: 17172474	CLOSENESS-CENTRALITY: 0.303379
NODE: 37754796	CLOSENESS-CENTRALITY: 0.268490
NODE: 202037047	CLOSENESS-CENTRALITY: 0.291782
NODE: 39557093	CLOSENESS-CENTRALITY: 0.262661
NODE: 21903804	CLOSENESS-CENTRALITY: 0.267537
NODE: 290005030	CLOSENESS-CENTRALITY: 0.281957
NODE: 26071129	CLOSENESS-CENTRALITY: 0.266800
NODE: 15663318	CLOSENESS-CENTRALITY: 0.304875
NODE: 49670748	CLOSENESS-CENTRALITY: 0.268651
NODE: 15512803	CLOSENESS-CENTRALITY: 0.259139
NODE: 106887791	CLOSENESS-CENTRALITY: 0.279833
NODE: 64662082	CLOSENESS-CENTRALITY: 0.303372
NODE: 14976809	CLOSENESS-CENTRALITY: 0.272636
NODE: 299926425	CLOSENESS-CENTRALITY: 0.267357
NODE: 23125802	CLOSENESS-CENTRALITY: 0.296392
NODE: 26961048	CLOSENESS-CENTRALITY: 0.312358
NODE: 161417439	CLOSENESS-CENTRALITY: 0.306237
NODE: 164024096	CLOSENESS-CENTRALITY: 0.298274
NODE: 17053354	CLOSENESS-CENTRALITY: 0.330589
NODE: 14268765	CLOSENESS-CENTRALITY: 0.311713
NODE: 219720172	CLOSENESS-CENTRALITY: 0.300719
NODE: 37717323	CLOSENESS-CENTRALITY: 0.264782
NODE: 50751382	CLOSENESS-CENTRALITY: 0.271221
NODE: 22223447	CLOSENESS-CENTRALITY: 0.269621
NODE: 461672018	CLOSENESS-CENTRALITY: 0.262824
NODE: 21437537	CLOSENESS-CENTRALITY: 0.323262
NODE: 14243427	CLOSENESS-CENTRALITY: 0.272265
NODE: 21420090	CLOSENESS-CENTRALITY: 0.277776
NODE: 175159406	CLOSENESS-CENTRALITY: 0.279910
NODE: 174296681	CLOSENESS-CENTRALITY: 0.301175
NODE: 14371744	CLOSENESS-CENTRALITY: 0.252393
NODE: 83212906	CLOSENESS-CENTRALITY: 0.233683
NODE: 13720042	CLOSENESS-CENTRALITY: 0.261508
NODE: 42967256	CLOSENESS-CENTRALITY: 0.269260
NODE: 111177724	CLOSENESS-CENTRALITY: 0.271339
NODE: 24903302	CLOSENESS-CENTRALITY: 0.307009
NODE: 246956185	CLOSENESS-CENTRALITY: 0.269721
NODE: 18916963	CLOSENESS-CENTRALITY: 0.267023
NODE: 247449741	CLOSENESS-CENTRALITY: 0.271777
NODE: 16308138	CLOSENESS-CENTRALITY: 0.277090
NODE: 14400748	CLOSENESS-CENTRALITY: 0.272875
NODE: 67432820	CLOSENESS-CENTRALITY: 0.263982
NODE: 24449291	CLOSENESS-CENTRALITY: 0.290065
NODE: 141328659	CLOSENESS-CENTRALITY: 0.294884
NODE: 17056447	CLOSENESS-CENTRALITY: 0.298544
NODE: 216977719	CLOSENESS-CENTRALITY: 0.231391
NODE: 54476281	CLOSENESS-CENTRALITY: 0.239239
NODE: 27527262	CLOSENESS-CENTRALITY: 0.231391
NODE: 27383325	CLOSENESS-CENTRALITY: 0.244705
NODE: 54468739	CLOSENESS-CENTRALITY: 0.269786
NODE: 248916246	CLOSENESS-CENTRALITY: 0.299517
NODE: 5152401	CLOSENESS-CENTRALITY: 0.266703
NODE: 95847251	CLOSENESS-CENTRALITY: 0.251749
NODE: 531491489	CLOSENESS-CENTRALITY: 0.245816
NODE: 20891309	CLOSENESS-CENTRALITY: 0.257309
NODE: 331130950	CLOSENESS-CENTRALITY: 0.239239
NODE: 378936625	CLOSENESS-CENTRALITY: 0.258425
NODE: 118902204	CLOSENESS-CENTRALITY: 0.231391
NODE: 15721792	CLOSENESS-CENTRALITY: 0.245980
NODE: 342913022	CLOSENESS-CENTRALITY: 0.233246
NODE: 24753849	CLOSENESS-CENTRALITY: 0.231584
NODE: 114652505	CLOSENESS-CENTRALITY: 0.235843
NODE: 52431355	CLOSENESS-CENTRALITY: 0.281148
NODE: 150802319	CLOSENESS-CENTRALITY: 0.282510
NODE: 17222678	CLOSENESS-CENTRALITY: 0.251501
NODE: 149103331	CLOSENESS-CENTRALITY: 0.301700
NODE: 23329971	CLOSENESS-CENTRALITY: 0.286676
NODE: 50768207	CLOSENESS-CENTRALITY: 0.257178
NODE: 15910041	CLOSENESS-CENTRALITY: 0.256824
NODE: 22766925	CLOSENESS-CENTRALITY: 0.290378
NODE: 15751301	CLOSENESS-CENTRALITY: 0.276140
NODE: 13524182	CLOSENESS-CENTRALITY: 0.298100
NODE: 74625821	CLOSENESS-CENTRALITY: 0.299018
NODE: 39436030	CLOSENESS-CENTRALITY: 0.285280
NODE: 54103437	CLOSENESS-CENTRALITY: 0.260373
NODE: 17744593	CLOSENESS-CENTRALITY: 0.284364
NODE: 16547325	CLOSENESS-CENTRALITY: 0.266503
NODE: 30980778	CLOSENESS-CENTRALITY: 0.302357
NODE: 16856857	CLOSENESS-CENTRALITY: 0.283766
NODE: 7078092	CLOSENESS-CENTRALITY: 0.270341
NODE: 25521345	CLOSENESS-CENTRALITY: 0.252371
NODE: 23102503	CLOSENESS-CENTRALITY: 0.283390
NODE: 46484304	CLOSENESS-CENTRALITY: 0.261905
NODE: 22811937	CLOSENESS-CENTRALITY: 0.275974
NODE: 14222151	CLOSENESS-CENTRALITY: 0.287355
NODE: 16848539	CLOSENESS-CENTRALITY: 0.323093
NODE: 19768193	CLOSENESS-CENTRALITY: 0.313903
NODE: 312915185	CLOSENESS-CENTRALITY: 0.271556
NODE: 14606079	CLOSENESS-CENTRALITY: 0.272815
NODE: 32546627	CLOSENESS-CENTRALITY: 0.269718
NODE: 172933026	CLOSENESS-CENTRALITY: 0.275556
NODE: 14174646	CLOSENESS-CENTRALITY: 0.273352
NODE: 70876989	CLOSENESS-CENTRALITY: 0.266983
NODE: 19085363	CLOSENESS-CENTRALITY: 0.259281
NODE: 20961125	CLOSENESS-CENTRALITY: 0.283659
NODE: 286703	CLOSENESS-CENTRALITY: 0.279062
